phase,mode,batch,query,type,runs,exec_min,exec_p25,exec_median,exec_p75,exec_max,plan_min,plan_p25,plan_median,plan_p75,plan_max,plan_shape,indexes_used,top_plan_rows,top_actual_rows,scan_plan_rows,scan_actual_rows,shared_hit_blocks,shared_read_blocks,exact_heap_blocks,lossy_heap_blocks,rows_removed_by_index_recheck,planning_shared_hit_blocks,jit_present,settings,detail_execution_ms
I-2,default,2,Q21,jsonb,15,11.396,11.631,11.973,12.368,13.921,0.041,0.044,0.048,0.055,0.061,Seq Scan on T,-,2500,30,2500,30,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",11.903
I-2,forced,2,C1,jsonb,15,0.083,0.086,0.089,0.094,0.143,0.043,0.045,0.046,0.048,0.054,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,12,50,12,24,0,12,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.084
I-2,forced,2,C1b,jsonb,15,0.184,0.185,0.189,0.198,0.354,0.041,0.041,0.042,0.042,0.091,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,30,50,30,47,0,31,0,1,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.19
I-2,forced,2,C1c,jsonb,15,0.069,0.07,0.071,0.072,0.074,0.04,0.041,0.042,0.043,0.06,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,3,50,3,15,0,3,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.071
I-2,forced,2,C1d,jsonb,15,0.589,0.591,0.6,0.634,0.658,0.041,0.041,0.041,0.042,0.078,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,225,50,225,214,0,198,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.699
I-2,forced,2,C2,jsonb,15,9.88,10.409,10.905,12.041,14.885,0.045,0.047,0.05,0.079,0.129,Seq Scan on T,-,50,3,50,3,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",13.488
I-2,forced,2,C3,jsonb,15,0.232,0.245,0.263,0.275,0.324,0.052,0.058,0.059,0.06,0.062,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,30,50,30,47,0,31,0,1,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.499
I-2,forced,2,C3b,jsonb,15,0.08,0.081,0.088,0.144,0.209,0.041,0.041,0.053,0.09,0.176,Bitmap Heap Scan on T [Bitmap Index Scan using T_i2_gin_jsonb_ops],T_i2_gin_jsonb_ops,50,12,50,12,27,0,12,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.089
I-2,forced,2,Q21,jsonb,15,12.648,13.083,13.914,15.226,17.64,0.059,0.064,0.068,0.097,0.148,Seq Scan on T,-,2500,30,2500,30,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",14.01
I-3,default,1,C1,jsonb,15,0.026,0.027,0.027,0.032,0.059,0.041,0.042,0.048,0.053,0.084,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,12,50,12,16,0,12,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.032
I-3,default,1,C1b,jsonb,15,0.121,0.122,0.125,0.176,0.181,0.049,0.05,0.051,0.068,0.077,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,30,50,30,34,0,30,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.126
I-3,default,1,C1c,jsonb,15,0.023,0.026,0.03,0.04,0.088,0.048,0.051,0.062,0.082,0.227,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,3,50,3,7,0,3,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.024
I-3,default,1,C1d,jsonb,15,0.517,0.518,0.528,0.717,1.108,0.043,0.043,0.044,0.049,0.156,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,225,50,225,202,0,198,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.636
I-3,default,1,C2,jsonb,15,11.038,11.333,11.566,11.986,12.593,0.06,0.062,0.063,0.076,0.101,Seq Scan on T,-,50,3,50,3,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",11.166
I-3,default,1,C3,jsonb,15,0.102,0.103,0.104,0.11,0.112,0.041,0.041,0.042,0.044,0.079,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,30,50,30,34,0,30,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.105
I-3,default,1,C3b,jsonb,15,0.027,0.027,0.029,0.033,0.068,0.041,0.042,0.056,0.065,0.096,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,12,50,12,16,0,12,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.027
I-3,default,1,Q21,jsonb,15,13.366,13.464,14.253,14.607,15.123,0.059,0.065,0.067,0.072,0.147,Seq Scan on T,-,2500,30,2500,30,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",13.365
I-3,forced,1,C1,jsonb,15,0.028,0.029,0.03,0.043,0.087,0.044,0.045,0.049,0.085,0.107,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,12,50,12,16,0,12,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.028
I-3,forced,1,C1b,jsonb,15,0.104,0.105,0.105,0.105,0.112,0.042,0.043,0.043,0.044,0.065,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,30,50,30,34,0,30,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.107
I-3,forced,1,C1c,jsonb,15,0.021,0.023,0.023,0.027,0.034,0.043,0.048,0.05,0.069,0.085,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,3,50,3,7,0,3,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.024
I-3,forced,1,C1d,jsonb,15,0.516,0.518,0.544,0.572,0.709,0.043,0.043,0.045,0.051,0.138,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,225,50,225,202,0,198,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.585
I-3,forced,1,C2,jsonb,15,10.642,11.365,11.514,11.976,14.006,0.059,0.062,0.066,0.073,0.134,Seq Scan on T,-,50,3,50,3,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",15.041
I-3,forced,1,C3,jsonb,15,0.105,0.108,0.11,0.131,0.186,0.043,0.043,0.045,0.048,0.103,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,30,50,30,34,0,30,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.223
I-3,forced,1,C3b,jsonb,15,0.031,0.031,0.042,0.062,0.118,0.046,0.05,0.062,0.099,0.12,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,12,50,12,16,0,12,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.032
I-3,forced,1,Q21,jsonb,15,12.012,14.277,14.961,15.753,16.699,0.064,0.069,0.089,0.129,0.3,Seq Scan on T,-,2500,30,2500,30,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",13.95
I-3,default,2,C1,jsonb,15,0.035,0.035,0.035,0.036,0.045,0.054,0.055,0.055,0.056,0.067,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,12,50,12,16,0,12,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.048
I-3,default,2,C1b,jsonb,15,0.122,0.123,0.135,0.154,0.204,0.05,0.05,0.061,0.068,0.109,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,30,50,30,34,0,30,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.134
I-3,default,2,C1c,jsonb,15,0.02,0.021,0.021,0.021,0.024,0.04,0.042,0.043,0.044,0.053,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,3,50,3,7,0,3,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.02
I-3,default,2,C1d,jsonb,15,0.516,0.517,0.522,0.665,1.229,0.042,0.043,0.043,0.049,0.142,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,225,50,225,202,0,198,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.725
I-3,default,2,C2,jsonb,15,9.708,10.16,10.444,10.823,12.64,0.041,0.044,0.047,0.051,0.071,Seq Scan on T,-,50,3,50,3,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",9.911
I-3,default,2,C3,jsonb,15,0.1,0.102,0.103,0.108,0.276,0.04,0.041,0.041,0.041,0.054,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,30,50,30,34,0,30,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.107
I-3,default,2,C3b,jsonb,15,0.026,0.026,0.027,0.027,0.031,0.039,0.04,0.041,0.041,0.053,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,12,50,12,16,0,12,0,0,1,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.037
I-3,default,2,Q21,jsonb,15,11.496,11.923,12.553,13.703,14.666,0.044,0.047,0.054,0.066,0.095,Seq Scan on T,-,2500,30,2500,30,981,0,None,None,None,0,False,"{""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",13.086
I-3,forced,2,C1,jsonb,15,0.025,0.026,0.028,0.029,0.065,0.04,0.041,0.044,0.045,0.057,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,12,50,12,16,0,12,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.026
I-3,forced,2,C1b,jsonb,15,0.104,0.105,0.106,0.108,0.14,0.042,0.043,0.043,0.044,0.047,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,30,50,30,34,0,30,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.107
I-3,forced,2,C1c,jsonb,15,0.02,0.02,0.02,0.022,0.036,0.042,0.042,0.042,0.043,0.079,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,3,50,3,7,0,3,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.023
I-3,forced,2,C1d,jsonb,15,0.516,0.519,0.525,0.559,0.628,0.042,0.043,0.043,0.043,0.079,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,225,50,225,202,0,198,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.534
I-3,forced,2,C2,jsonb,15,10.809,12.611,13.263,13.751,14.06,0.048,0.067,0.086,0.104,0.15,Seq Scan on T,-,50,3,50,3,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",11.962
I-3,forced,2,C3,jsonb,15,0.127,0.127,0.133,0.14,0.176,0.051,0.052,0.054,0.059,0.083,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,30,50,30,34,0,30,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.154
I-3,forced,2,C3b,jsonb,15,0.028,0.028,0.031,0.032,0.089,0.042,0.043,0.046,0.047,0.089,Bitmap Heap Scan on T [Bitmap Index Scan using T_i3_gin_jsonb_path_ops],T_i3_gin_jsonb_path_ops,50,12,50,12,16,0,12,0,0,1,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",0.033
I-3,forced,2,Q21,jsonb,15,11.85,12.605,13.285,13.56,15.42,0.053,0.062,0.066,0.07,0.09,Seq Scan on T,-,2500,30,2500,30,981,0,None,None,None,0,False,"{""enable_seqscan"": ""off"", ""jit"": ""off"", ""max_parallel_workers_per_gather"": ""0""}",11.627
